QueryId    Q0      DocumentName                             Rank      Score                      Relevance     Precision                                Recall           

1          Q0      CACM-3127                                1     14.775236865695566             NR         0.0                                      0.0                 
1          Q0      CACM-3068                                2     8.992292769987477              NR         0.0                                      0.0                 
1          Q0      CACM-2740                                3     8.699845040460312              NR         0.0                                      0.0                 
1          Q0      CACM-2379                                4     8.569078547424361              NR         0.0                                      0.0                 
1          Q0      CACM-2798                                5     8.564774170331285              NR         0.0                                      0.0                 
1          Q0      CACM-2629                                6     8.469840315921385              NR         0.0                                      0.0                 
1          Q0      CACM-3025                                7     8.44826750101638               NR         0.0                                      0.0                 
1          Q0      CACM-3089                                8     8.431033370075923              NR         0.0                                      0.0                 
1          Q0      CACM-2372                                9     8.429214998949826              NR         0.0                                      0.0                 
1          Q0      CACM-2424                                10    8.281503009034827              NR         0.0                                      0.0                 
1          Q0      CACM-2541                                11    8.25119971494151               NR         0.0                                      0.0                 
1          Q0      CACM-3137                                12    8.247190161409312              NR         0.0                                      0.0                 
1          Q0      CACM-585                                 13    8.22011144751081               NR         0.0                                      0.0                 
1          Q0      CACM-322                                 14    8.21121029055429               NR         0.0                                      0.0                 
1          Q0      CACM-2920                                15    8.131958024223465              NR         0.0                                      0.0                 
1          Q0      CACM-2542                                16    8.107621007048053              NR         0.0                                      0.0                 
1          Q0      CACM-3090                                17    8.048104101223394              NR         0.0                                      0.0                 
1          Q0      CACM-3023                                18    8.045151537572375              NR         0.0                                      0.0                 
1          Q0      CACM-2681                                19    8.032130121135738              NR         0.0                                      0.0                 
1          Q0      CACM-972                                 20    7.937999559837548              NR         0.0                                      0.0                 
1          Q0      CACM-3087                                21    7.906269959438457              NR         0.0                                      0.0                 
1          Q0      CACM-252                                 22    7.887679668368237              NR         0.0                                      0.0                 
1          Q0      CACM-2522                                23    7.881595803170692              NR         0.0                                      0.0                 
1          Q0      CACM-2624                                24    7.846376451752509              NR         0.0                                      0.0                 
1          Q0      CACM-2622                                25    7.820342705075108              NR         0.0                                      0.0                 
1          Q0      CACM-2878                                26    7.671056103807441              NR         0.0                                      0.0                 
1          Q0      CACM-2621                                27    7.624366689980581              NR         0.0                                      0.0                 
1          Q0      CACM-3174                                28    7.624366689980581              NR         0.0                                      0.0                 
1          Q0      CACM-2378                                29    7.5884814701617085             NR         0.0                                      0.0                 
1          Q0      CACM-2697                                30    7.556302690732892              NR         0.0                                      0.0                 
1          Q0      CACM-696                                 31    7.517969572046147              NR         0.0                                      0.0                 
1          Q0      CACM-3026                                32    7.506968749461367              NR         0.0                                      0.0                 
1          Q0      CACM-2535                                33    7.486626864504262              NR         0.0                                      0.0                 
1          Q0      CACM-2840                                34    7.461002259723404              NR         0.0                                      0.0                 
1          Q0      CACM-2479                                35    7.425310657567094              NR         0.0                                      0.0                 
1          Q0      CACM-2950                                36    7.375438345509008              NR         0.0                                      0.0                 
1          Q0      CACM-2735                                37    7.321667488288372              NR         0.0                                      0.0                 
1          Q0      CACM-2597                                38    7.268757029174221              NR         0.0                                      0.0                 
1          Q0      CACM-2796                                39    7.241156886381582              NR         0.0                                      0.0                 
1          Q0      CACM-2868                                40    7.205077926693638              NR         0.0                                      0.0                 
1          Q0      CACM-671                                 41    7.196142647739437              NR         0.0                                      0.0                 
1          Q0      CACM-2370                                42    7.196142647739437              NR         0.0                                      0.0                 
1          Q0      CACM-3050                                43    7.160034019400865              NR         0.0                                      0.0                 
1          Q0      CACM-2482                                44    7.125329063405846              NR         0.0                                      0.0                 
1          Q0      CACM-3002                                45    7.124085590045401              NR         0.0                                      0.0                 
1          Q0      CACM-3070                                46    7.1018472624864515             NR         0.0                                      0.0                 
1          Q0      CACM-2632                                47    7.007674253457941              NR         0.0                                      0.0                 
1          Q0      CACM-2246                                48    7.000358871873886              NR         0.0                                      0.0                 
1          Q0      CACM-2741                                49    6.954485567438805              NR         0.0                                      0.0                 
1          Q0      CACM-92                                  50    6.947759419575746              NR         0.0                                      0.0                 
1          Q0      CACM-3131                                51    6.9386082882060105             NR         0.0                                      0.0                 
1          Q0      CACM-2867                                52    6.911111653849025              NR         0.0                                      0.0                 
1          Q0      CACM-2984                                53    6.8419901615869865             NR         0.0                                      0.0                 
1          Q0      CACM-3012                                54    6.81739460681619               NR         0.0                                      0.0                 
1          Q0      CACM-3028                                55    6.817174137017972              NR         0.0                                      0.0                 
1          Q0      CACM-2948                                56    6.750094646201074              NR         0.0                                      0.0                 
1          Q0      CACM-2399                                57    6.748091325904101              NR         0.0                                      0.0                 
1          Q0      CACM-3049                                58    6.744015553891613              NR         0.0                                      0.0                 
1          Q0      CACM-695                                 59    6.743038488312174              NR         0.0                                      0.0                 
1          Q0      CACM-3141                                60    6.69490537390989               NR         0.0                                      0.0                 
1          Q0      CACM-2536                                61    6.675719476827684              NR         0.0                                      0.0                 
1          Q0      CACM-2955                                62    6.667918574743959              NR         0.0                                      0.0                 
1          Q0      CACM-2560                                63    6.665153134348782              NR         0.0                                      0.0                 
1          Q0      CACM-2371                                64    6.630599453264583              NR         0.0                                      0.0                 
1          Q0      CACM-2812                                65    6.595159870111553              NR         0.0                                      0.0                 
1          Q0      CACM-2358                                66    6.570374138557211              R          0.015151515151515152                     0.2                 
1          Q0      CACM-2593                                67    6.519011887146593              NR         0.014925373134328358                     0.2                 
1          Q0      CACM-2380                                68    6.5187621346840725             NR         0.014705882352941176                     0.2                 
1          Q0      CACM-3072                                69    6.481229856755963              NR         0.014492753623188406                     0.2                 
1          Q0      CACM-2398                                70    6.4711406882697124             NR         0.014285714285714285                     0.2                 
1          Q0      CACM-3180                                71    6.463091941352279              NR         0.014084507042253521                     0.2                 
1          Q0      CACM-2470                                72    6.425406202377976              NR         0.013888888888888888                     0.2                 
1          Q0      CACM-637                                 73    6.394308551338102              NR         0.0136986301369863                       0.2                 
1          Q0      CACM-2516                                74    6.380592425973873              NR         0.013513513513513514                     0.2                 
1          Q0      CACM-3196                                75    6.3123676066376175             NR         0.013333333333333334                     0.2                 
1          Q0      CACM-2859                                76    6.282154408581297              NR         0.013157894736842105                     0.2                 
1          Q0      CACM-3136                                77    6.281727341007169              NR         0.012987012987012988                     0.2                 
1          Q0      CACM-2407                                78    6.26366652153872               NR         0.01282051282051282                      0.2                 
1          Q0      CACM-2811                                79    6.2452167830509095             NR         0.012658227848101266                     0.2                 
1          Q0      CACM-2567                                80    6.2273650007712416             NR         0.0125                                   0.2                 
1          Q0      CACM-2501                                81    6.200841253350724              NR         0.012345679012345678                     0.2                 
1          Q0      CACM-2882                                82    6.178938578316853              NR         0.012195121951219513                     0.2                 
1          Q0      CACM-3082                                83    6.173454273219792              NR         0.012048192771084338                     0.2                 
1          Q0      CACM-2439                                84    6.146608918596053              NR         0.011904761904761904                     0.2                 
1          Q0      CACM-617                                 85    6.137236682642869              NR         0.011764705882352941                     0.2                 
1          Q0      CACM-2405                                86    6.136048023514345              NR         0.011627906976744186                     0.2                 
1          Q0      CACM-3181                                87    6.124193970225652              NR         0.011494252873563218                     0.2                 
1          Q0      CACM-2819                                88    6.123986563223885              NR         0.011363636363636364                     0.2                 
1          Q0      CACM-2689                                89    6.118577693726235              NR         0.011235955056179775                     0.2                 
1          Q0      CACM-3048                                90    6.11513611015338               NR         0.011111111111111112                     0.2                 
1          Q0      CACM-2582                                91    6.112789077105344              NR         0.01098901098901099                      0.2                 
1          Q0      CACM-2988                                92    6.11026366124207               NR         0.010869565217391304                     0.2                 
1          Q0      CACM-2951                                93    6.103557410808208              NR         0.010752688172043012                     0.2                 
1          Q0      CACM-2985                                94    6.09202247595435               NR         0.010638297872340425                     0.2                 
1          Q0      CACM-3150                                95    6.044860506553455              NR         0.010526315789473684                     0.2                 
1          Q0      CACM-3153                                96    6.012482767137571              NR         0.010416666666666666                     0.2                 
1          Q0      CACM-1930                                97    6.010604571898049              NR         0.010309278350515464                     0.2                 
1          Q0      CACM-2852                                98    6.006880762353907              NR         0.01020408163265306                      0.2                 
1          Q0      CACM-2730                                99    6.000720839798943              NR         0.010101010101010102                     0.2                 
1          Q0      CACM-2841                                100   5.9943661775775965             NR         0.01                                     0.2                 
2          Q0      CACM-3129                                1     7.883053898669624              NR         0.0                                      0.0                 
2          Q0      CACM-3033                                2     7.288476605249013              NR         0.0                                      0.0                 
2          Q0      CACM-2897                                3     6.8538285200162825             NR         0.0                                      0.0                 
2          Q0      CACM-3113                                4     6.357496976851847              NR         0.0                                      0.0                 
2          Q0      CACM-2863                                5     6.228507784018001              R          0.2                                      0.3333333333333333  
2          Q0      CACM-3057                                6     6.198980208121268              NR         0.16666666666666666                      0.3333333333333333  
2          Q0      CACM-867                                 7     6.087732522261769              NR         0.14285714285714285                      0.3333333333333333  
2          Q0      CACM-3103                                8     5.883405159672949              NR         0.125                                    0.3333333333333333  
2          Q0      CACM-3099                                9     5.848102237566389              NR         0.1111111111111111                       0.3333333333333333  
2          Q0      CACM-3072                                10    5.8038437069304285             NR         0.1                                      0.3333333333333333  
2          Q0      CACM-2885                                11    5.450742275550532              NR         0.09090909090909091                      0.3333333333333333  
2          Q0      CACM-2904                                12    5.1777982563603935             NR         0.08333333333333333                      0.3333333333333333  
2          Q0      CACM-3171                                13    5.165285474374034              NR         0.07692307692307693                      0.3333333333333333  
2          Q0      CACM-3080                                14    5.003933012300287              NR         0.07142857142857142                      0.3333333333333333  
2          Q0      CACM-3036                                15    4.883251630995748              NR         0.06666666666666667                      0.3333333333333333  
2          Q0      CACM-2929                                16    4.751650236625178              NR         0.0625                                   0.3333333333333333  
2          Q0      CACM-3134                                17    4.726238817620066              NR         0.058823529411764705                     0.3333333333333333  
2          Q0      CACM-3005                                18    4.725209623784031              NR         0.05555555555555555                      0.3333333333333333  
2          Q0      CACM-2907                                19    4.716538700460683              NR         0.05263157894736842                      0.3333333333333333  
2          Q0      CACM-2969                                20    4.704054167407676              NR         0.05                                     0.3333333333333333  
2          Q0      CACM-2890                                21    4.54308541634906               NR         0.047619047619047616                     0.3333333333333333  
2          Q0      CACM-3085                                22    4.502611943989339              NR         0.045454545454545456                     0.3333333333333333  
2          Q0      CACM-693                                 23    4.478257792686239              NR         0.043478260869565216                     0.3333333333333333  
2          Q0      CACM-3106                                24    4.33079713144285               NR         0.041666666666666664                     0.3333333333333333  
2          Q0      CACM-2944                                25    4.2656341760073735             NR         0.04                                     0.3333333333333333  
2          Q0      CACM-2900                                26    4.19147576177446               NR         0.038461538461538464                     0.3333333333333333  
2          Q0      CACM-699                                 27    4.18904200998531               NR         0.037037037037037035                     0.3333333333333333  
2          Q0      CACM-2964                                28    4.136715265303282              NR         0.03571428571428571                      0.3333333333333333  
2          Q0      CACM-678                                 29    3.9793589213801885             NR         0.034482758620689655                     0.3333333333333333  
2          Q0      CACM-2491                                30    3.975852495789229              NR         0.03333333333333333                      0.3333333333333333  
2          Q0      CACM-3169                                31    3.967744130822694              NR         0.03225806451612903                      0.3333333333333333  
2          Q0      CACM-3125                                32    3.8533865236989824             NR         0.03125                                  0.3333333333333333  
2          Q0      CACM-824                                 33    3.8290631088847187             NR         0.030303030303030304                     0.3333333333333333  
2          Q0      CACM-2997                                34    3.810234772324812              NR         0.029411764705882353                     0.3333333333333333  
2          Q0      CACM-3074                                35    3.809392037557981              NR         0.02857142857142857                      0.3333333333333333  
2          Q0      CACM-794                                 36    3.7974860200285563             NR         0.027777777777777776                     0.3333333333333333  
2          Q0      CACM-940                                 37    3.75407949146029               NR         0.02702702702702703                      0.3333333333333333  
2          Q0      CACM-3018                                38    3.721069708573252              NR         0.02631578947368421                      0.3333333333333333  
2          Q0      CACM-622                                 39    3.5850230555693976             NR         0.02564102564102564                      0.3333333333333333  
2          Q0      CACM-615                                 40    3.5620472031125967             NR         0.025                                    0.3333333333333333  
2          Q0      CACM-3067                                41    3.553981495145174              NR         0.024390243902439025                     0.3333333333333333  
2          Q0      CACM-2925                                42    3.5162740519144764             NR         0.023809523809523808                     0.3333333333333333  
2          Q0      CACM-3151                                43    3.4448435325857174             NR         0.023255813953488372                     0.3333333333333333  
2          Q0      CACM-3053                                44    3.431148626949551              NR         0.022727272727272728                     0.3333333333333333  
2          Q0      CACM-2748                                45    3.4285814580553513             NR         0.022222222222222223                     0.3333333333333333  
2          Q0      CACM-3097                                46    3.4266321177338313             NR         0.021739130434782608                     0.3333333333333333  
2          Q0      CACM-3041                                47    3.357578751060376              NR         0.02127659574468085                      0.3333333333333333  
2          Q0      CACM-3163                                48    3.352112975279473              NR         0.020833333333333332                     0.3333333333333333  
2          Q0      CACM-2918                                49    3.3262696301808465             NR         0.02040816326530612                      0.3333333333333333  
2          Q0      CACM-3096                                50    3.2074099881579263             NR         0.02                                     0.3333333333333333  
2          Q0      CACM-3054                                51    3.1637061319539628             NR         0.0196078431372549                       0.3333333333333333  
2          Q0      CACM-3075                                52    3.1511859719499746             NR         0.019230769230769232                     0.3333333333333333  
2          Q0      CACM-2979                                53    3.1448334439937105             NR         0.018867924528301886                     0.3333333333333333  
2          Q0      CACM-2881                                54    3.0986366158545815             NR         0.018518518518518517                     0.3333333333333333  
2          Q0      CACM-3132                                55    3.077783775782334              NR         0.01818181818181818                      0.3333333333333333  
2          Q0      CACM-3168                                56    3.0582899399822536             NR         0.017857142857142856                     0.3333333333333333  
2          Q0      CACM-2680                                57    3.039483835243959              NR         0.017543859649122806                     0.3333333333333333  
2          Q0      CACM-3039                                58    3.038485308497129              NR         0.017241379310344827                     0.3333333333333333  
2          Q0      CACM-3032                                59    3.0310839198313517             NR         0.01694915254237288                      0.3333333333333333  
2          Q0      CACM-2973                                60    3.030630658949598              NR         0.016666666666666666                     0.3333333333333333  
2          Q0      CACM-440                                 61    3.019778706166216              NR         0.01639344262295082                      0.3333333333333333  
2          Q0      CACM-3112                                62    2.987138284419193              NR         0.016129032258064516                     0.3333333333333333  
2          Q0      CACM-2530                                63    2.9794996322712537             NR         0.015873015873015872                     0.3333333333333333  
2          Q0      CACM-2902                                64    2.9636172163431422             NR         0.015625                                 0.3333333333333333  
2          Q0      CACM-1947                                65    2.87250853292386               NR         0.015384615384615385                     0.3333333333333333  
2          Q0      CACM-2701                                66    2.849220948273553              NR         0.015151515151515152                     0.3333333333333333  
2          Q0      CACM-2878                                67    2.7900065874735924             NR         0.014925373134328358                     0.3333333333333333  
2          Q0      CACM-2916                                68    2.7511105693129565             NR         0.014705882352941176                     0.3333333333333333  
2          Q0      CACM-2927                                69    2.7448620864609774             NR         0.014492753623188406                     0.3333333333333333  
2          Q0      CACM-3201                                70    2.723032140582894              NR         0.014285714285714285                     0.3333333333333333  
2          Q0      CACM-849                                 71    2.7198549484196555             NR         0.014084507042253521                     0.3333333333333333  
