QueryId    Q0 DocumentName                             Rank      Score                      Relevance     Precision                                Recall           

1          Q0 CACM-2371                                1     16.36859556040743              NR         0.0                                      0.0                 
1          Q0 CACM-2439                                2     15.218542717404173             NR         0.0                                      0.0                 
1          Q0 CACM-2522                                3     14.50645850058987              NR         0.0                                      0.0                 
1          Q0 CACM-2951                                4     14.304288514153153             NR         0.0                                      0.0                 
1          Q0 CACM-2500                                5     14.161225376461188             NR         0.0                                      0.0                 
1          Q0 CACM-2629                                6     13.922014980018528             NR         0.0                                      0.0                 
1          Q0 CACM-2920                                7     13.68018486328533              NR         0.0                                      0.0                 
1          Q0 CACM-2535                                8     13.534219860095195             NR         0.0                                      0.0                 
1          Q0 CACM-2947                                9     13.409479733220818             NR         0.0                                      0.0                 
1          Q0 CACM-1938                                10    13.318129679053264             NR         0.0                                      0.0                 
1          Q0 CACM-2621                                11    13.091675987876805             NR         0.0                                      0.0                 
1          Q0 CACM-1605                                12    13.04816653401522              R          0.08333333333333333                      0.2                 
1          Q0 CACM-1657                                13    12.872182092680175             NR         0.07692307692307693                      0.2                 
1          Q0 CACM-2380                                14    12.68878043975088              NR         0.07142857142857142                      0.2                 
1          Q0 CACM-2950                                15    12.616359673455849             NR         0.06666666666666667                      0.2                 
1          Q0 CACM-3025                                16    12.42340414848615              NR         0.0625                                   0.2                 
1          Q0 CACM-2424                                17    12.320403773413108             NR         0.058823529411764705                     0.2                 
1          Q0 CACM-3174                                18    12.246981375606136             NR         0.05555555555555555                      0.2                 
1          Q0 CACM-1844                                19    11.709764040713274             NR         0.05263157894736842                      0.2                 
1          Q0 CACM-2054                                20    11.556600981303552             NR         0.05                                     0.2                 
1          Q0 CACM-2344                                21    11.44203342098807              NR         0.047619047619047616                     0.2                 
1          Q0 CACM-2399                                22    11.283824197180845             NR         0.045454545454545456                     0.2                 
1          Q0 CACM-2378                                23    11.28221047759937              NR         0.043478260869565216                     0.2                 
1          Q0 CACM-1410                                24    11.143334174158722             R          0.08333333333333333                      0.4                 
1          Q0 CACM-2219                                25    11.062542987338343             NR         0.08                                     0.4                 
1          Q0 CACM-1908                                26    11.060514297179301             NR         0.07692307692307693                      0.4                 
1          Q0 CACM-1827                                27    10.88751643083285              NR         0.07407407407407407                      0.4                 
1          Q0 CACM-2375                                28    10.633200757663877             NR         0.07142857142857142                      0.4                 
