QueryId    Q0 DocumentName                             Rank      Score                      Relevance     Precision                                Recall           

1          Q0 CACM-2947                                1     19.422237613740162             NR         0.0                                      0.0                 
1          Q0 CACM-2371                                2     18.7773679183087               NR         0.0                                      0.0                 
1          Q0 CACM-2500                                3     18.41205345004912              NR         0.0                                      0.0                 
1          Q0 CACM-2535                                4     18.192174348362062             NR         0.0                                      0.0                 
1          Q0 CACM-2950                                5     17.706799326386218             NR         0.0                                      0.0                 
1          Q0 CACM-2439                                6     16.88700150155265              NR         0.0                                      0.0                 
1          Q0 CACM-2378                                7     16.781678806728962             NR         0.0                                      0.0                 
1          Q0 CACM-2054                                8     16.302535208719327             NR         0.0                                      0.0                 
1          Q0 CACM-1657                                9     16.125534387902324             NR         0.0                                      0.0                 
1          Q0 CACM-1605                                10    15.93843658057736              R          0.1                                      0.2                 
1          Q0 CACM-2424                                11    15.185345321092461             NR         0.09090909090909091                      0.2                 
1          Q0 CACM-1938                                12    15.09655038800375              NR         0.08333333333333333                      0.2                 
1          Q0 CACM-2379                                13    15.047163013456565             NR         0.07692307692307693                      0.2                 
1          Q0 CACM-2621                                14    15.015444886278729             NR         0.07142857142857142                      0.2                 
1          Q0 CACM-2501                                15    14.866951719952153             NR         0.06666666666666667                      0.2                 
1          Q0 CACM-2629                                16    14.772297506097582             NR         0.0625                                   0.2                 
1          Q0 CACM-2951                                17    14.547693229437723             NR         0.058823529411764705                     0.2                 
1          Q0 CACM-2380                                18    14.405936864993002             NR         0.05555555555555555                      0.2                 
1          Q0 CACM-2522                                19    14.364953720350089             NR         0.05263157894736842                      0.2                 
1          Q0 CACM-2946                                20    14.217409018580497             NR         0.05                                     0.2                 
1          Q0 CACM-2920                                21    14.206316440772907             NR         0.047619047619047616                     0.2                 
1          Q0 CACM-1908                                22    13.999934570833853             NR         0.045454545454545456                     0.2                 
1          Q0 CACM-1827                                23    13.870937814862314             NR         0.043478260869565216                     0.2                 
1          Q0 CACM-2344                                24    13.835767189177318             NR         0.041666666666666664                     0.2                 
1          Q0 CACM-2399                                25    13.828083916161665             NR         0.04                                     0.2                 
1          Q0 CACM-3127                                26    13.257997725984124             NR         0.038461538461538464                     0.2                 
1          Q0 CACM-2764                                27    13.111117324154534             NR         0.037037037037037035                     0.2                 
1          Q0 CACM-3023                                28    12.942442406675934             NR         0.03571428571428571                      0.2                 
1          Q0 CACM-1844                                29    12.881366533496148             NR         0.034482758620689655                     0.2                 
1          Q0 CACM-3025                                30    12.604664295594612             NR         0.03333333333333333                      0.2                 
1          Q0 CACM-2218                                31    12.573790898158157             NR         0.03225806451612903                      0.2                 
1          Q0 CACM-2948                                32    12.505251200577923             NR         0.03125                                  0.2                 
1          Q0 CACM-2036                                33    12.47432881560136              NR         0.030303030303030304                     0.2                 
1          Q0 CACM-2560                                34    12.311966038107675             NR         0.029411764705882353                     0.2                 
1          Q0 CACM-3174                                35    12.224156873534088             NR         0.02857142857142857                      0.2                 
1          Q0 CACM-3069                                36    12.167361616678399             NR         0.027777777777777776                     0.2                 
1          Q0 CACM-2541                                37    12.072216222587453             NR         0.02702702702702703                      0.2                 
1          Q0 CACM-2357                                38    11.869576588991157             NR         0.02631578947368421                      0.2                 
1          Q0 CACM-2767                                39    11.868476638955908             NR         0.02564102564102564                      0.2                 
1          Q0 CACM-2632                                40    11.60260246920345              NR         0.025                                    0.2                 
1          Q0 CACM-2838                                41    11.573504434454351             NR         0.024390243902439025                     0.2                 
1          Q0 CACM-2398                                42    11.524820431549935             NR         0.023809523809523808                     0.2                 
1          Q0 CACM-2219                                43    11.50425858599555              NR         0.023255813953488372                     0.2                 
1          Q0 CACM-2841                                44    11.38343863938199              NR         0.022727272727272728                     0.2                 
1          Q0 CACM-1642                                45    11.293270101427114             NR         0.022222222222222223                     0.2                 
1          Q0 CACM-3153                                46    11.285616641211728             NR         0.021739130434782608                     0.2                 
1          Q0 CACM-2626                                47    11.2573819428352               NR         0.02127659574468085                      0.2                 
