Query ID   Q0         Document Name                                                                    Rank       Cosine Similarity Score                  System Name         
1          Q0         S:\Raw_files\GlobalWarming.txt                                                   1          0.33011916                               Shantanu-SYS-001    
1          Q0         S:\Raw_files\EnvironmentalImpactOfTheEnergyIndustry.txt                          2          0.22874786                               Shantanu-SYS-001    
1          Q0         S:\Raw_files\UnitedNationsFrameworkConventionOnClimateChange.txt                 3          0.20513095                               Shantanu-SYS-001    
1          Q0         S:\Raw_files\SustainabilityAndEnvironmentalManagement.txt                        4          0.17809042                               Shantanu-SYS-001    
1          Q0         S:\Raw_files\ClimateChange.txt                                                   5          0.17481668                               Shantanu-SYS-001    
1          Q0         S:\Raw_files\ClimateChangeMitigation.txt                                         6          0.17438446                               Shantanu-SYS-001    
1          Q0         S:\Raw_files\88888LightsOut.txt                                                  7          0.17136835                               Shantanu-SYS-001    
1          Q0         S:\Raw_files\GreenhouseGasRemoval.txt                                            8          0.17136835                               Shantanu-SYS-001    
1          Q0         S:\Raw_files\JosephJ.Romm.txt                                                    9          0.16919145                               Shantanu-SYS-001    
1          Q0         S:\Raw_files\GreenhouseGas.txt                                                   10         0.16413072                               Shantanu-SYS-001    
1          Q0         S:\Raw_files\NaturalEnvironment.txt                                              11         0.16369158                               Shantanu-SYS-001    
1          Q0         S:\Raw_files\JamesLovelock.txt                                                   12         0.16033792                               Shantanu-SYS-001    
1          Q0         S:\Raw_files\EnergyRecycling.txt                                                 13         0.15605737                               Shantanu-SYS-001    
1          Q0         S:\Raw_files\MarineCurrentPower.txt                                              14         0.15574718                               Shantanu-SYS-001    
1          Q0         S:\Raw_files\CarbonRecyclingInternational.txt                                    15         0.1498631                                Shantanu-SYS-001    
1          Q0         S:\Raw_files\EcologicalFootprint.txt                                             16         0.14941874                               Shantanu-SYS-001    
1          Q0         S:\Raw_files\LandfillGas.txt                                                     17         0.14835688                               Shantanu-SYS-001    
1          Q0         S:\Raw_files\EnergyRecovery.txt                                                  18         0.14337537                               Shantanu-SYS-001    
1          Q0         S:\Raw_files\HumanImpactOnTheEnvironment.txt                                     19         0.14264524                               Shantanu-SYS-001    
1          Q0         S:\Raw_files\PhilRadford.txt                                                     20         0.13928512                               Shantanu-SYS-001    
1          Q0         S:\Raw_files\CarbonOffset.txt                                                    21         0.13881849                               Shantanu-SYS-001    
1          Q0         S:\Raw_files\Climate.txt                                                         22         0.13628945                               Shantanu-SYS-001    
1          Q0         S:\Raw_files\PlanetaryBoundaries.txt                                             23         0.13133566                               Shantanu-SYS-001    
1          Q0         S:\Raw_files\RenewableEnergy.txt                                                 24         0.12705465                               Shantanu-SYS-001    
1          Q0         S:\Raw_files\GeothermalEnergy.txt                                                25         0.12701336                               Shantanu-SYS-001    
1          Q0         S:\Raw_files\GeothermalPower.txt                                                 26         0.12538727                               Shantanu-SYS-001    
1          Q0         S:\Raw_files\CleanCoalTechnology.txt                                             27         0.12475163                               Shantanu-SYS-001    
1          Q0         S:\Raw_files\RenewableEnergyInTheEuropeanUnion.txt                               28         0.123788305                              Shantanu-SYS-001    
1          Q0         S:\Raw_files\100%RenewableEnergy.txt                                             29         0.12115572                               Shantanu-SYS-001    
