QueryId    Q0 DocumentName                                                 Rank      Score                      SystemName

3          Q0 RenewableEnergyInAsia                                        1     0.22606697729027614            Shantanu-SYS-001
3          Q0 WaldpolenzSolarPark                                          2     0.20645360656425013            Shantanu-SYS-001
3          Q0 SolarEnergy                                                  3     0.2028676341778438             Shantanu-SYS-001
3          Q0 RenewableEnergyInTheUnitedStates                             4     0.16625566523621899            Shantanu-SYS-001
3          Q0 EnergyPolicy                                                 5     0.16535326815238957            Shantanu-SYS-001
3          Q0 SolarLamp                                                    6     0.16310591440259609            Shantanu-SYS-001
3          Q0 NevadaSolarOne                                               7     0.16299469027571317            Shantanu-SYS-001
3          Q0 California                                                   8     0.1621857411116525             Shantanu-SYS-001
3          Q0 EnergyInputLabeling                                          9     0.16032521094577007            Shantanu-SYS-001
3          Q0 PassiveSolarBuildingDesign                                   10    0.15703425868197338            Shantanu-SYS-001
3          Q0 RenewableEnergyInMorocco                                     11    0.1555717164414222             Shantanu-SYS-001
3          Q0 RenewableEnergyInNewZealand                                  12    0.15039424465037665            Shantanu-SYS-001
3          Q0 RenewableEnergyInCanada                                      13    0.14784611843979786            Shantanu-SYS-001
3          Q0 SolarPower                                                   14    0.14735261807360936            Shantanu-SYS-001
3          Q0 MilduraSolarConcentratorPowerStation                         15    0.14275751645314982            Shantanu-SYS-001
3          Q0 SolarThermalEnergy                                           16    0.14271532637087128            Shantanu-SYS-001
3          Q0 EnergyReductionAssets                                        17    0.13923056455491933            Shantanu-SYS-001
3          Q0 ThermalEnergy                                                18    0.1376123029954065             Shantanu-SYS-001
3          Q0 EnergyEfficiency                                             19    0.13693155099285986            Shantanu-SYS-001
3          Q0 EnergyConsumption                                            20    0.13629321236242395            Shantanu-SYS-001
3          Q0 EnergyPoverty                                                21    0.1340577045062794             Shantanu-SYS-001
3          Q0 RenewableEnergy                                              22    0.1335109663395764             Shantanu-SYS-001
3          Q0 EnergyConservationMeasure                                    23    0.13202453167378858            Shantanu-SYS-001
3          Q0 BureauOfEnergyEfficiency                                     24    0.13081681237753898            Shantanu-SYS-001
3          Q0 RenewableEnergyCommercialization                             25    0.12992033411235748            Shantanu-SYS-001
3          Q0 DrakeLandingSolarCommunity                                   26    0.12928419327929883            Shantanu-SYS-001
3          Q0 VariableRenewableEnergy                                      27    0.12762820207946576            Shantanu-SYS-001
3          Q0 EnergyStar                                                   28    0.12628188525315376            Shantanu-SYS-001
3          Q0 EnergyPark                                                   29    0.12523545985783482            Shantanu-SYS-001
3          Q0 PhotovoltaicPowerStation                                     30    0.12514190152095717            Shantanu-SYS-001
3          Q0 SustainableEnergyForAll                                      31    0.12395174937045955            Shantanu-SYS-001
3          Q0 EnergyConservation                                           32    0.1199141507707971             Shantanu-SYS-001
3          Q0 RenewableEnergyInAustralia                                   33    0.1198313250784393             Shantanu-SYS-001
