QueryId    Q0 DocumentName                                                 Rank      Score                      SystemName

2          Q0 RenewableEnergyPayments                                      1     0.2374646698997544             Shantanu-SYS-001
2          Q0 RenewableEnergyInMexico                                      2     0.221838818266851              Shantanu-SYS-001
2          Q0 GreenPaper                                                   3     0.2025987234560549             Shantanu-SYS-001
2          Q0 GreenPolitics                                                4     0.19754489633517752            Shantanu-SYS-001
2          Q0 100%RenewableEnergy                                          5     0.19229161185661636            Shantanu-SYS-001
2          Q0 RenewableEnergyInLuxembourg                                  6     0.18297329009396834            Shantanu-SYS-001
2          Q0 GreenBank                                                    7     0.1773195884307755             Shantanu-SYS-001
2          Q0 SustainableEnergy                                            8     0.16566765731570426            Shantanu-SYS-001
2          Q0 EnergyInputLabeling                                          9     0.15900007679167222            Shantanu-SYS-001
2          Q0 RenewableEnergyInSpain                                       10    0.1572766190103375             Shantanu-SYS-001
2          Q0 RenewableEnergyInArgentina                                   11    0.15701624805887532            Shantanu-SYS-001
2          Q0 ListOfRenewableEnergyTopicsByCountry                         12    0.15464998502911434            Shantanu-SYS-001
2          Q0 RenewableEnergy                                              13    0.15198082352272288            Shantanu-SYS-001
2          Q0 RenewableEnergyInGermany                                     14    0.1502778442783146             Shantanu-SYS-001
2          Q0 RenewableEnergyCommercialization                             15    0.1500870583323766             Shantanu-SYS-001
2          Q0 RenewableEnergy(Journal)                                     16    0.14879985516471428            Shantanu-SYS-001
2          Q0 RenewableEnergyInNewZealand                                  17    0.14568486461281374            Shantanu-SYS-001
2          Q0 EnergyTransition                                             18    0.14439001668712823            Shantanu-SYS-001
2          Q0 RenewableEnergyInThePhilippines                              19    0.1428799594636381             Shantanu-SYS-001
2          Q0 GreenEconomy                                                 20    0.14085775490291194            Shantanu-SYS-001
2          Q0 RenewableEnergyInAustralia                                   21    0.14040028211790884            Shantanu-SYS-001
2          Q0 RenewableEnergyInTheEuropeanUnion                            22    0.13911209846427453            Shantanu-SYS-001
2          Q0 RenewableAndSustainableEnergyReviews                         23    0.13725412135204124            Shantanu-SYS-001
2          Q0 EnergyConsumption                                            24    0.13713469261434744            Shantanu-SYS-001
2          Q0 VariableRenewableEnergy                                      25    0.1371274877886727             Shantanu-SYS-001
2          Q0 TheGreenDeal                                                 26    0.1368172579934859             Shantanu-SYS-001
2          Q0 ThermalEnergy                                                27    0.13647489758269848            Shantanu-SYS-001
2          Q0 RenewableEnergyInTheUnitedStates                             28    0.13640247861102175            Shantanu-SYS-001
2          Q0 GreenElectricityInTheUnitedKingdom                           29    0.13638143174996623            Shantanu-SYS-001
2          Q0 EnergyEfficiency                                             30    0.13579977219198489            Shantanu-SYS-001
2          Q0 GreenJob                                                     31    0.13541556241380295            Shantanu-SYS-001
2          Q0 EnergyPark                                                   32    0.1311722660713978             Shantanu-SYS-001
2          Q0 RenewableEnergyInIndia                                       33    0.1281416609455505             Shantanu-SYS-001
2          Q0 EnergyDevelopment                                            34    0.12666008508400212            Shantanu-SYS-001
2          Q0 EugeneGreenEnergyStandard                                    35    0.12338452942936073            Shantanu-SYS-001
2          Q0 GreenAccounting                                              36    0.12244848114536801            Shantanu-SYS-001
2          Q0 RenewableEnergyCertificate(UnitedStates)                     37    0.12157553254086471            Shantanu-SYS-001
2          Q0 GermanNationalActionPlanOnEnergyEfficiency                   38    0.11862192023167643            Shantanu-SYS-001
2          Q0 AcPower                                                      39    0.1173620553933391             Shantanu-SYS-001
2          Q0 EnergyAudit                                                  40    0.11599557518292644            Shantanu-SYS-001
2          Q0 RenewableEnergyInTheNetherlands                              41    0.11599493383033396            Shantanu-SYS-001
2          Q0 RenewableEnergyInTheUnitedKingdom                            42    0.1135905198867244             Shantanu-SYS-001
2          Q0 JournalOfRenewableAndSustainableEnergy                       43    0.11297195668090616            Shantanu-SYS-001
2          Q0 RenewableEnergyInLithuania                                   44    0.1128736002445818             Shantanu-SYS-001
2          Q0 RenewableEnergyInMorocco                                     45    0.11278477499764501            Shantanu-SYS-001
2          Q0 ElectricityGeneration                                        46    0.11268182066090125            Shantanu-SYS-001
2          Q0 ElectricPowerQuality                                         47    0.11242048450469544            Shantanu-SYS-001
2          Q0 EnergyPolicy                                                 48    0.11218159093723719            Shantanu-SYS-001
2          Q0 RenewableEnergyInItaly                                       49    0.11204293021071078            Shantanu-SYS-001
2          Q0 RenewableEnergyInCanada                                      50    0.10981155466570422            Shantanu-SYS-001
2          Q0 EnergyHierarchy                                              51    0.10904135431467817            Shantanu-SYS-001
2          Q0 LoadFollowingPowerPlant                                      52    0.10902517708683258            Shantanu-SYS-001
2          Q0 EnergyConservation                                           53    0.10892400161301563            Shantanu-SYS-001
2          Q0 EnergyRecovery                                               54    0.10881493329893704            Shantanu-SYS-001
2          Q0 RenewableEnergyInRussia                                      55    0.10838361207924435            Shantanu-SYS-001
2          Q0 GreenBuilding(Mit)                                           56    0.10783288468264321            Shantanu-SYS-001
2          Q0 GreenMarketing                                               57    0.10765612397657544            Shantanu-SYS-001
