Query ID   Q0         Document Name                                                                    Rank       Cosine Similarity Score                  System Name         
2          Q0         S:\Raw_files\RenewableEnergyInTheCzechRepublic.txt                               1          0.49897                                  Shantanu-SYS-001    
2          Q0         S:\Raw_files\3Degrees.txt                                                        2          0.4308013                                Shantanu-SYS-001    
2          Q0         S:\Raw_files\RenewableEnergyInMexico.txt                                         3          0.37791765                               Shantanu-SYS-001    
2          Q0         S:\Raw_files\RenewableEnergyCertificate(UnitedStates).txt                        4          0.3773466                                Shantanu-SYS-001    
2          Q0         S:\Raw_files\RenewableEnergyInIndia.txt                                          5          0.3555289                                Shantanu-SYS-001    
2          Q0         S:\Raw_files\GreenJob.txt                                                        6          0.34620872                               Shantanu-SYS-001    
2          Q0         S:\Raw_files\RenewableEnergyInCanada.txt                                         7          0.34545648                               Shantanu-SYS-001    
2          Q0         S:\Raw_files\RenewableEnergyInLuxembourg.txt                                     8          0.34509632                               Shantanu-SYS-001    
2          Q0         S:\Raw_files\GreenEconomy.txt                                                    9          0.34349525                               Shantanu-SYS-001    
2          Q0         S:\Raw_files\SustainableEnergy.txt                                               10         0.31838936                               Shantanu-SYS-001    
2          Q0         S:\Raw_files\RenewableEnergy.txt                                                 11         0.30346176                               Shantanu-SYS-001    
2          Q0         S:\Raw_files\RenewableEnergyInLithuania.txt                                      12         0.29887733                               Shantanu-SYS-001    
2          Q0         S:\Raw_files\RenewableEnergyInGermany.txt                                        13         0.2961793                                Shantanu-SYS-001    
2          Q0         S:\Raw_files\RenewableEnergyInItaly.txt                                          14         0.2888491                                Shantanu-SYS-001    
2          Q0         S:\Raw_files\TheGreenDeal.txt                                                    15         0.28542605                               Shantanu-SYS-001    
2          Q0         S:\Raw_files\SiliconValleyPower.txt                                              16         0.28071246                               Shantanu-SYS-001    
2          Q0         S:\Raw_files\RenewableEnergyInTheUnitedKingdom.txt                               17         0.27619758                               Shantanu-SYS-001    
2          Q0         S:\Raw_files\RenewableEnergyInThePhilippines.txt                                 18         0.27613077                               Shantanu-SYS-001    
2          Q0         S:\Raw_files\RenewableEnergyInThailand.txt                                       19         0.2754517                                Shantanu-SYS-001    
2          Q0         S:\Raw_files\RenewableEnergyInNewZealand.txt                                     20         0.27299652                               Shantanu-SYS-001    
2          Q0         S:\Raw_files\RenewableEnergyCommercialization.txt                                21         0.27175373                               Shantanu-SYS-001    
2          Q0         S:\Raw_files\RenewableEnergyInTheUnitedStates.txt                                22         0.2690208                                Shantanu-SYS-001    
2          Q0         S:\Raw_files\CommunityChoiceAggregation.txt                                      23         0.26833797                               Shantanu-SYS-001    
2          Q0         S:\Raw_files\EnergyDevelopment.txt                                               24         0.25931922                               Shantanu-SYS-001    
2          Q0         S:\Raw_files\RenewableEnergyInChina.txt                                          25         0.25838998                               Shantanu-SYS-001    
